time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation_probability (%),precipitation (mm),rain (mm),showers (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),cloud_cover (%),visibility (m),wind_speed_10m (km/h),wind_gusts_10m (km/h),uv_index (),is_day ()
2024-12-18T00:00,3.0,75,-1.0,-1.5,0,0.00,0.00,0.00,0.00,0.00,3,99,22000.00,15.1,34.2,0.00,0
2024-12-18T01:00,2.9,76,-0.9,-1.0,0,0.00,0.00,0.00,0.00,0.00,2,54,21500.00,11.3,27.7,0.00,0
2024-12-18T02:00,2.3,74,-1.8,-1.8,0,0.00,0.00,0.00,0.00,0.00,1,21,22500.00,11.7,30.2,0.00,0
2024-12-18T03:00,1.8,74,-2.3,-2.0,0,0.00,0.00,0.00,0.00,0.00,3,100,22400.00,9.7,29.2,0.00,0
2024-12-18T04:00,2.0,74,-2.2,-2.3,0,0.00,0.00,0.00,0.00,0.00,1,28,22500.00,12.5,35.6,0.00,0
2024-12-18T05:00,1.6,70,-3.3,-2.4,0,0.00,0.00,0.00,0.00,0.00,3,100,25000.00,9.7,29.2,0.00,0
2024-12-18T06:00,2.0,68,-3.3,-1.7,0,0.00,0.00,0.00,0.00,0.00,3,100,26300.00,7.5,22.7,0.00,0
2024-12-18T07:00,2.0,71,-2.7,-1.6,0,0.00,0.00,0.00,0.00,0.00,3,100,24000.00,7.4,21.2,0.00,0
2024-12-18T08:00,2.2,72,-2.3,-1.4,0,0.00,0.00,0.00,0.00,0.00,3,100,23500.00,7.7,20.5,0.00,0
2024-12-18T09:00,2.1,78,-1.4,-1.3,0,0.00,0.00,0.00,0.00,0.00,3,100,20700.00,6.9,26.6,0.00,0
2024-12-18T10:00,2.0,80,-1.1,-1.0,0,0.00,0.00,0.00,0.00,0.00,3,100,19500.00,5.0,22.0,0.00,0
2024-12-18T11:00,1.8,80,-1.3,-1.5,0,0.00,0.00,0.00,0.00,0.00,3,100,19600.00,6.9,22.7,0.00,0
2024-12-18T12:00,2.1,80,-1.0,-1.2,0,0.00,0.00,0.00,0.00,0.00,3,100,19500.00,7.1,23.0,0.00,0
2024-12-18T13:00,2.2,79,-1.0,-0.8,0,0.00,0.00,0.00,0.00,0.00,3,100,20200.00,5.2,21.2,0.00,1
2024-12-18T14:00,2.5,77,-1.1,-1.0,2,0.00,0.00,0.00,0.00,0.00,3,100,21200.00,8.0,20.2,0.10,1
2024-12-18T15:00,2.8,81,-0.2,-0.7,4,0.00,0.00,0.00,0.00,0.00,3,100,19000.00,9.1,21.6,0.35,1
2024-12-18T16:00,2.4,89,0.8,-0.7,13,0.00,0.00,0.00,0.00,0.00,3,100,15400.00,7.2,16.2,0.65,1
2024-12-18T17:00,2.6,86,0.5,-0.6,20,0.00,0.00,0.00,0.00,0.00,3,100,17000.00,8.0,16.9,0.60,1
2024-12-18T18:00,2.8,84,0.3,-0.8,32,0.00,0.00,0.00,0.00,0.00,3,100,17900.00,10.1,19.4,0.45,1
2024-12-18T19:00,2.4,84,0.0,-0.9,34,0.00,0.00,0.00,0.00,0.00,3,100,17700.00,8.4,16.9,0.40,1
2024-12-18T20:00,1.6,93,0.6,-1.6,31,0.20,0.20,0.00,0.00,0.00,51,100,13500.00,8.1,18.7,0.30,1
2024-12-18T21:00,1.6,91,0.3,-1.5,7,0.00,0.00,0.00,0.00,0.00,3,81,14200.00,7.3,18.4,0.20,1
2024-12-18T22:00,1.3,91,-0.0,-2.0,0,0.00,0.00,0.00,0.00,0.00,3,94,13500.00,8.0,22.0,0.05,0
2024-12-18T23:00,0.7,89,-0.9,-3.1,0,0.00,0.00,0.00,0.00,0.00,1,26,14200.00,10.6,25.9,0.00,0
2024-12-19T00:00,0.6,88,-1.2,-3.5,2,0.00,0.00,0.00,0.00,0.00,1,22,14500.00,12.0,31.3,0.00,0
2024-12-19T01:00,0.5,86,-1.5,-3.8,2,0.00,0.00,0.00,0.00,0.00,0,0,15400.00,13.3,35.6,0.00,0
2024-12-19T02:00,0.5,84,-1.9,-3.7,1,0.00,0.00,0.00,0.00,0.00,0,1,16400.00,12.2,42.1,0.00,0
2024-12-19T03:00,0.3,84,-2.1,-4.3,0,0.00,0.00,0.00,0.00,0.00,0,0,16800.00,15.3,43.2,0.00,0
2024-12-19T04:00,0.2,79,-3.0,-4.2,0,0.00,0.00,0.00,0.00,0.00,3,100,20000.00,12.7,38.2,0.00,0
2024-12-19T05:00,0.1,81,-2.7,-4.2,0,0.00,0.00,0.00,0.00,0.00,0,0,18700.00,12.3,38.5,0.00,0
2024-12-19T06:00,0.1,76,-3.6,-4.8,0,0.00,0.00,0.00,0.00,0.00,3,100,21300.00,15.6,38.5,0.00,0
2024-12-19T07:00,-0.4,69,-5.4,-6.2,0,0.00,0.00,0.00,0.00,0.00,3,100,25200.00,20.4,43.9,0.00,0
2024-12-19T08:00,-0.8,64,-6.8,-6.5,0,0.00,0.00,0.00,0.00,0.00,3,100,28900.00,18.7,39.6,0.00,0
2024-12-19T09:00,-1.0,63,-7.2,-6.7,0,0.00,0.00,0.00,0.00,0.00,0,0,29000.00,18.1,39.6,0.00,0
2024-12-19T10:00,-1.0,63,-7.1,-6.7,0,0.00,0.00,0.00,0.00,0.00,2,69,29400.00,18.9,38.2,0.00,0
2024-12-19T11:00,-1.3,62,-7.6,-6.6,0,0.00,0.00,0.00,0.00,0.00,1,35,30000.00,15.4,27.7,0.00,0
2024-12-19T12:00,-0.9,61,-7.5,-6.5,0,0.00,0.00,0.00,0.00,0.00,1,36,30500.00,17.3,29.2,0.00,0
2024-12-19T13:00,-1.5,59,-8.4,-6.6,0,0.00,0.00,0.00,0.00,0.00,0,0,32200.00,14.1,25.9,0.00,1
2024-12-19T14:00,-1.5,65,-7.2,-6.7,0,0.00,0.00,0.00,0.00,0.00,1,28,27700.00,15.5,26.6,0.20,1
2024-12-19T15:00,-1.8,70,-6.6,-6.6,0,0.00,0.00,0.00,0.00,0.00,1,28,24600.00,12.3,19.8,0.70,1
2024-12-19T16:00,-1.3,68,-6.4,-5.7,0,0.00,0.00,0.00,0.00,0.00,2,71,25900.00,10.5,14.8,1.20,1
2024-12-19T17:00,-1.3,67,-6.7,-6.0,0,0.00,0.00,0.00,0.00,0.00,3,100,26400.00,11.9,15.1,1.60,1
2024-12-19T18:00,-1.2,65,-7.0,-5.4,0,0.00,0.00,0.00,0.00,0.00,1,48,28200.00,8.2,12.6,1.95,1
2024-12-19T19:00,-1.5,62,-7.9,-5.3,0,0.00,0.00,0.00,0.00,0.00,2,53,29800.00,4.9,8.3,1.50,1
2024-12-19T20:00,-1.5,60,-8.2,-5.2,0,0.00,0.00,0.00,0.00,0.00,3,100,31300.00,4.4,6.8,1.00,1
2024-12-19T21:00,-1.6,58,-8.8,-5.3,0,0.00,0.00,0.00,0.00,0.00,2,73,32600.00,3.9,4.3,0.45,1
2024-12-19T22:00,-1.7,62,-8.0,-5.3,0,0.00,0.00,0.00,0.00,0.00,3,100,30200.00,3.3,6.1,0.05,0
2024-12-19T23:00,-1.9,64,-7.8,-5.9,0,0.00,0.00,0.00,0.00,0.00,3,99,28900.00,6.2,6.5,0.00,0
2024-12-20T00:00,-2.1,69,-7.0,-6.6,0,0.00,0.00,0.00,0.00,0.00,3,99,25300.00,10.6,13.0,0.00,0
2024-12-20T01:00,-2.1,68,-7.2,-6.5,0,0.00,0.00,0.00,0.00,0.00,3,99,25700.00,9.7,13.3,0.00,0
2024-12-20T02:00,-2.4,67,-7.7,-7.1,0,0.00,0.00,0.00,0.00,0.00,3,99,26400.00,11.3,15.8,0.00,0
2024-12-20T03:00,-2.5,74,-6.5,-7.1,1,0.00,0.00,0.00,0.00,0.00,3,98,22300.00,11.8,18.0,0.00,0
2024-12-20T04:00,-3.1,78,-6.4,-7.2,3,0.00,0.00,0.00,0.00,0.00,3,99,20600.00,8.2,18.0,0.00,0
2024-12-20T05:00,-3.1,77,-6.5,-7.5,3,0.00,0.00,0.00,0.00,0.00,3,100,21100.00,10.1,15.1,0.00,0
2024-12-20T06:00,-3.1,77,-6.5,-7.5,5,0.00,0.00,0.00,0.00,0.00,3,100,20800.00,10.5,17.3,0.00,0
2024-12-20T07:00,-3.2,84,-5.5,-7.7,6,0.00,0.00,0.00,0.00,0.00,3,100,3500.00,11.0,19.4,0.00,0
2024-12-20T08:00,-3.1,90,-4.5,-7.8,12,0.30,0.00,0.00,0.21,0.00,73,100,14400.00,13.3,21.6,0.00,0
2024-12-20T09:00,-2.7,86,-4.7,-7.7,15,0.30,0.00,0.00,0.21,0.01,73,100,15800.00,15.4,26.3,0.00,0
2024-12-20T10:00,-3.3,89,-4.8,-8.0,8,0.00,0.00,0.00,0.00,0.01,3,100,14700.00,13.3,25.2,0.00,0
2024-12-20T11:00,-3.6,90,-5.0,-8.3,10,0.20,0.00,0.00,0.14,0.01,71,100,14200.00,12.7,26.6,0.00,0
2024-12-20T12:00,-3.9,86,-5.9,-8.6,9,0.00,0.00,0.00,0.00,0.01,3,100,15600.00,12.5,31.3,0.00,0
2024-12-20T13:00,-4.2,87,-6.0,-9.0,7,0.00,0.00,0.00,0.00,0.01,3,100,15300.00,13.0,31.7,0.00,1
2024-12-20T14:00,-4.2,89,-5.8,-8.9,12,0.00,0.00,0.00,0.00,0.01,3,100,14900.00,12.6,32.0,0.20,1
2024-12-20T15:00,-4.3,86,-6.3,-9.3,11,0.00,0.00,0.00,0.00,0.01,3,100,16300.00,14.1,28.1,0.50,1
2024-12-20T16:00,-3.8,85,-6.0,-8.8,12,0.10,0.00,0.00,0.07,0.01,71,100,16700.00,14.7,30.6,0.95,1
2024-12-20T17:00,-3.5,84,-5.8,-8.4,9,0.00,0.00,0.00,0.00,0.01,3,100,17100.00,13.7,24.1,1.35,1
2024-12-20T18:00,-3.2,83,-5.7,-7.8,14,0.00,0.00,0.00,0.00,0.01,3,100,17600.00,11.9,23.0,1.45,1
2024-12-20T19:00,-3.2,83,-5.7,-8.2,13,0.00,0.00,0.00,0.00,0.01,3,100,17800.00,14.5,27.7,1.05,1
2024-12-20T20:00,-3.8,85,-5.9,-9.2,9,0.00,0.00,0.00,0.00,0.01,3,100,16200.00,17.3,28.4,0.75,1
2024-12-20T21:00,-4.3,84,-6.6,-9.8,4,0.00,0.00,0.00,0.00,0.01,3,100,16700.00,17.5,28.1,0.40,1
2024-12-20T22:00,-4.6,88,-6.3,-9.3,5,0.00,0.00,0.00,0.00,0.01,3,100,14900.00,12.6,30.2,0.05,0
2024-12-20T23:00,-4.4,87,-6.2,-9.1,4,0.30,0.00,0.00,0.21,0.01,73,100,15300.00,12.8,28.4,0.00,0
2024-12-21T00:00,-4.5,87,-6.4,-9.3,4,0.10,0.00,0.00,0.07,0.02,71,100,15100.00,12.8,29.2,0.00,0
2024-12-21T01:00,-4.8,86,-6.8,-9.5,6,0.40,0.10,0.00,0.21,0.02,73,100,15500.00,11.4,31.3,0.00,0
2024-12-21T02:00,-5.5,88,-7.1,-9.8,4,0.00,0.00,0.00,0.00,0.02,3,100,14600.00,9.0,26.3,0.00,0
2024-12-21T03:00,-6.1,86,-8.0,-10.7,3,0.00,0.00,0.00,0.00,0.02,3,100,16000.00,10.6,26.3,0.00,0
2024-12-21T04:00,-6.7,84,-8.9,-11.0,3,0.00,0.00,0.00,0.00,0.02,3,100,15600.00,7.9,23.8,0.00,0
2024-12-21T05:00,-6.7,79,-9.7,-11.2,2,0.00,0.00,0.00,0.00,0.02,3,100,18100.00,9.2,24.5,0.00,0
2024-12-21T06:00,-7.0,84,-9.3,-11.7,3,0.00,0.00,0.00,0.00,0.02,3,100,15500.00,10.4,22.3,0.00,0
2024-12-21T07:00,-7.9,85,-10.0,-13.1,2,0.00,0.00,0.00,0.00,0.02,3,100,15800.00,13.5,29.9,0.00,0
2024-12-21T08:00,-8.5,77,-11.8,-13.9,3,0.00,0.00,0.00,0.00,0.02,0,8,19700.00,13.6,32.4,0.00,0
2024-12-21T09:00,-9.1,79,-12.1,-14.4,3,0.00,0.00,0.00,0.00,0.02,1,35,18900.00,13.1,32.4,0.00,0
2024-12-21T10:00,-10.0,79,-13.0,-15.6,5,0.00,0.00,0.00,0.00,0.02,1,34,18900.00,14.4,38.5,0.00,0
2024-12-21T11:00,-10.5,77,-13.7,-16.0,3,0.00,0.00,0.00,0.00,0.02,0,3,19900.00,14.1,41.0,0.00,0
2024-12-21T12:00,-11.8,75,-15.4,-17.4,3,0.00,0.00,0.00,0.00,0.02,0,7,19900.00,13.7,37.4,0.00,0
2024-12-21T13:00,-12.5,74,-16.1,-18.2,2,0.00,0.00,0.00,0.00,0.02,0,14,20000.00,14.4,39.2,0.00,1
2024-12-21T14:00,-11.4,76,-14.8,-16.9,3,0.00,0.00,0.00,0.00,0.02,0,2,21100.00,13.1,33.1,0.25,1
2024-12-21T15:00,-10.2,76,-13.6,-15.6,1,0.00,0.00,0.00,0.00,0.02,1,36,21500.00,12.8,29.2,0.80,1
2024-12-21T16:00,-10.0,77,-13.2,-15.6,1,0.00,0.00,0.00,0.00,0.02,1,40,20900.00,14.5,26.6,1.45,1
2024-12-21T17:00,-9.4,75,-13.0,-15.2,1,0.00,0.00,0.00,0.00,0.02,1,41,21800.00,16.4,28.8,1.85,1
2024-12-21T18:00,-8.5,70,-13.0,-14.4,1,0.00,0.00,0.00,0.00,0.02,3,99,24700.00,16.8,28.1,1.95,1
2024-12-21T19:00,-8.2,60,-14.6,-15.0,0,0.00,0.00,0.00,0.00,0.02,1,45,31200.00,21.8,33.8,1.70,1
2024-12-21T20:00,-9.0,64,-14.6,-15.1,0,0.00,0.00,0.00,0.00,0.01,1,38,28400.00,17.6,28.8,1.20,1
2024-12-21T21:00,-10.3,65,-15.6,-16.4,0,0.00,0.00,0.00,0.00,0.01,1,43,27000.00,17.1,34.6,0.55,1
2024-12-21T22:00,-11.7,67,-16.6,-17.2,0,0.00,0.00,0.00,0.00,0.01,1,47,25000.00,12.5,34.6,0.05,0
2024-12-21T23:00,-11.9,69,-16.5,-17.1,0,0.00,0.00,0.00,0.00,0.01,3,99,23800.00,10.3,32.4,0.00,0
2024-12-22T00:00,-12.2,70,-16.5,-17.6,0,0.00,0.00,0.00,0.00,0.01,2,67,22500.00,12.3,30.2,0.00,0
2024-12-22T01:00,-12.7,70,-17.0,-17.9,0,0.00,0.00,0.00,0.00,0.01,2,75,22900.00,10.5,26.3,0.00,0
2024-12-22T02:00,-12.8,70,-17.1,-17.7,0,0.00,0.00,0.00,0.00,0.01,1,40,23600.00,8.7,24.8,0.00,0
2024-12-22T03:00,-13.4,65,-18.6,-18.9,0,0.00,0.00,0.00,0.00,0.01,2,58,27000.00,11.9,28.8,0.00,0
2024-12-22T04:00,-15.0,71,-19.1,-20.5,0,0.00,0.00,0.00,0.00,0.01,3,84,22900.00,11.9,26.6,0.00,0
2024-12-22T05:00,-16.6,71,-20.6,-22.4,0,0.00,0.00,0.00,0.00,0.01,0,10,22400.00,13.2,26.3,0.00,0
2024-12-22T06:00,-16.6,73,-20.3,-22.1,0,0.00,0.00,0.00,0.00,0.01,3,87,21600.00,11.3,24.5,0.00,0
2024-12-22T07:00,-17.2,71,-21.2,-22.6,0,0.00,0.00,0.00,0.00,0.01,3,92,23000.00,10.3,21.6,0.00,0
2024-12-22T08:00,-17.7,72,-21.5,-22.8,0,0.00,0.00,0.00,0.00,0.01,1,38,22100.00,8.6,20.2,0.00,0
2024-12-22T09:00,-18.2,75,-21.6,-23.6,0,0.00,0.00,0.00,0.00,0.01,2,55,20400.00,10.2,23.0,0.00,0
2024-12-22T10:00,-18.5,80,-21.1,-23.9,0,0.00,0.00,0.00,0.00,0.01,1,21,18300.00,10.2,21.2,0.00,0
2024-12-22T11:00,-18.5,77,-21.6,-24.1,0,0.00,0.00,0.00,0.00,0.01,3,91,18700.00,11.6,20.9,0.00,0
2024-12-22T12:00,-18.2,74,-21.7,-23.2,0,0.00,0.00,0.00,0.00,0.01,3,100,20800.00,7.9,19.1,0.00,0
2024-12-22T13:00,-18.5,75,-21.9,-23.4,0,0.00,0.00,0.00,0.00,0.01,1,48,20500.00,6.9,15.5,0.00,1
2024-12-22T14:00,-17.1,74,-20.7,-22.1,0,0.00,0.00,0.00,0.00,0.01,0,4,20900.00,7.9,10.8,0.25,1
2024-12-22T15:00,-14.7,71,-18.8,-19.7,0,0.00,0.00,0.00,0.00,0.01,0,8,22700.00,8.7,10.8,0.80,1
2024-12-22T16:00,-13.2,70,-17.5,-17.5,0,0.00,0.00,0.00,0.00,0.01,1,38,1200.00,4.4,5.4,1.40,1
2024-12-22T17:00,-12.2,59,-18.6,-16.0,0,0.00,0.00,0.00,0.00,0.01,0,1,31400.00,0.4,1.8,1.70,1
2024-12-22T18:00,-10.6,55,-17.9,-14.7,0,0.00,0.00,0.00,0.00,0.01,0,7,34900.00,2.1,4.7,2.00,1
2024-12-22T19:00,-10.2,52,-18.2,-14.4,0,0.00,0.00,0.00,0.00,0.01,0,10,37000.00,3.2,4.7,1.80,1
2024-12-22T20:00,-10.3,50,-18.7,-14.7,0,0.00,0.00,0.00,0.00,0.00,0,16,38500.00,4.6,6.1,1.25,1
2024-12-22T21:00,-10.7,53,-18.4,-15.2,0,0.00,0.00,0.00,0.00,0.00,0,3,35600.00,5.4,6.5,0.60,1
2024-12-22T22:00,-11.7,63,-17.4,-16.0,0,0.00,0.00,0.00,0.00,0.00,0,0,28300.00,4.2,6.1,0.10,0
2024-12-22T23:00,-12.6,69,-17.1,-17.2,0,0.00,0.00,0.00,0.00,0.00,0,3,23800.00,5.8,7.6,0.00,0
2024-12-23T00:00,-12.8,72,-16.8,-17.1,0,0.00,0.00,0.00,0.00,0.00,2,58,21700.00,4.1,11.5,0.00,0
2024-12-23T01:00,-12.6,73,-16.4,-17.1,0,0.00,0.00,0.00,0.00,0.00,1,42,21300.00,6.1,14.8,0.00,0
2024-12-23T02:00,-11.8,75,-15.4,-16.5,0,0.00,0.00,0.00,0.00,0.00,2,52,18700.00,7.3,18.0,0.00,0
2024-12-23T03:00,-10.6,75,-14.2,-14.4,0,0.10,0.00,0.00,0.07,0.00,71,100,17500.00,1.6,20.9,0.00,0
2024-12-23T04:00,-9.9,76,-13.3,-13.9,0,0.00,0.00,0.00,0.00,0.00,3,100,18100.00,4.1,15.8,0.00,0
2024-12-23T05:00,-9.4,73,-13.3,-13.6,1,0.00,0.00,0.00,0.00,0.00,3,100,18900.00,4.8,16.9,0.00,0
2024-12-23T06:00,-9.2,78,-12.3,-13.5,0,0.00,0.00,0.00,0.00,0.00,2,69,18500.00,5.7,18.7,0.00,0
2024-12-23T07:00,-8.9,75,-12.5,-13.6,0,0.00,0.00,0.00,0.00,0.00,2,58,18600.00,8.8,20.2,0.00,0
2024-12-23T08:00,-8.3,75,-12.0,-12.5,0,0.00,0.00,0.00,0.00,0.00,2,51,19600.00,5.3,22.3,0.00,0
2024-12-23T09:00,-7.4,72,-11.6,-11.6,1,0.00,0.00,0.00,0.00,0.00,2,77,19900.00,5.4,17.3,0.00,0
2024-12-23T10:00,-6.9,78,-10.1,-11.3,0,0.00,0.00,0.00,0.00,0.01,3,91,16400.00,8.2,21.2,0.00,0
2024-12-23T11:00,-6.5,75,-10.2,-10.8,0,0.00,0.00,0.00,0.00,0.01,3,100,17900.00,7.0,20.5,0.00,0
2024-12-23T12:00,-5.0,79,-8.0,-8.7,4,0.00,0.00,0.00,0.00,0.01,3,100,18000.00,4.7,19.8,0.00,0
2024-12-23T13:00,-4.0,79,-7.1,-8.0,12,0.00,0.00,0.00,0.00,0.01,3,100,18300.00,7.0,25.6,0.00,1
2024-12-23T14:00,-2.7,79,-5.9,-6.4,8,0.00,0.00,0.00,0.00,0.01,3,100,18900.00,5.4,28.1,0.20,1
2024-12-23T15:00,-2.0,73,-6.2,-5.9,8,0.00,0.00,0.00,0.00,0.01,3,100,22500.00,6.9,28.1,0.45,1
2024-12-23T16:00,-1.4,70,-6.1,-6.0,17,0.00,0.00,0.00,0.00,0.01,3,100,23800.00,12.1,28.4,0.85,1
2024-12-23T17:00,-1.8,80,-4.8,-6.8,20,0.20,0.00,0.00,0.14,0.01,71,100,6800.00,15.4,27.7,0.95,1
2024-12-23T18:00,-1.9,88,-3.6,-6.7,40,0.50,0.20,0.00,0.21,0.01,73,100,14900.00,15.0,31.0,0.80,1
2024-12-23T19:00,-1.7,88,-3.4,-6.3,22,0.50,0.20,0.00,0.21,0.02,73,100,15000.00,14.0,33.5,0.70,1
2024-12-23T20:00,-1.4,81,-4.3,-6.0,16,0.00,0.00,0.00,0.00,0.02,3,98,18600.00,13.2,28.1,0.60,1
2024-12-23T21:00,-1.8,72,-6.2,-5.8,20,0.00,0.00,0.00,0.00,0.02,3,100,23500.00,7.9,18.4,0.30,1
2024-12-23T22:00,-2.3,79,-5.4,-6.1,39,0.00,0.00,0.00,0.00,0.02,3,100,6000.00,7.0,26.3,0.05,0
2024-12-23T23:00,-1.3,95,-2.0,-4.7,63,1.30,0.40,0.00,0.63,0.03,73,100,2100.00,7.2,34.6,0.00,0
2024-12-24T00:00,-1.0,96,-1.6,-4.3,86,1.30,0.30,0.00,0.70,0.04,73,100,6500.00,6.6,39.6,0.00,0
2024-12-24T01:00,-0.3,93,-1.3,-4.4,88,1.00,0.30,0.00,0.49,0.05,73,100,200.00,12.4,46.8,0.00,0
2024-12-24T02:00,-0.1,94,-0.9,-4.8,78,0.70,0.30,0.00,0.28,0.06,73,100,4500.00,17.1,43.9,0.00,0
2024-12-24T03:00,0.3,95,-0.4,-4.1,71,0.60,0.30,0.00,0.21,0.06,73,100,6800.00,15.1,43.6,0.00,0
2024-12-24T04:00,0.2,95,-0.5,-3.7,51,0.30,0.20,0.00,0.07,0.06,71,100,11600.00,11.3,38.5,0.00,0
2024-12-24T05:00,0.2,95,-0.5,-2.9,44,0.10,0.00,0.00,0.07,0.06,71,100,12200.00,6.6,30.2,0.00,0
2024-12-24T06:00,0.2,94,-0.6,-3.0,37,0.00,0.00,0.00,0.00,0.06,3,100,12600.00,6.9,25.2,0.00,0
2024-12-24T07:00,0.1,93,-0.9,-3.2,27,0.20,0.00,0.00,0.14,0.06,71,99,12900.00,7.1,20.9,0.00,0
2024-12-24T08:00,-0.3,90,-1.8,-3.7,27,0.10,0.00,0.00,0.07,0.06,71,99,9000.00,6.8,19.8,0.00,0
2024-12-24T09:00,-0.2,89,-1.8,-3.6,17,0.00,0.00,0.00,0.00,0.06,3,99,13200.00,6.5,19.1,0.00,0
2024-12-24T10:00,-0.9,88,-2.7,-4.3,0,0.00,0.00,0.00,0.00,0.06,0,11,12900.00,6.1,11.2,0.00,0
2024-12-24T11:00,-0.6,85,-2.8,-3.9,0,0.00,0.00,0.00,0.00,0.06,3,100,14000.00,5.8,13.3,0.00,0
2024-12-24T12:00,-0.3,83,-2.9,-4.2,0,0.00,0.00,0.00,0.00,0.06,3,100,15400.00,9.4,18.7,0.00,0
2024-12-24T13:00,-0.1,90,-1.5,-3.6,0,0.00,0.00,0.00,0.00,0.06,3,100,14000.00,8.1,16.2,0.00,1
2024-12-24T14:00,0.1,92,-1.0,-3.7,0,0.00,0.00,0.00,0.00,0.06,3,100,13400.00,10.5,20.9,0.25,1
2024-12-24T15:00,0.0,94,-0.8,-3.4,0,0.00,0.00,0.00,0.00,0.06,3,100,12800.00,8.1,20.9,0.70,1
2024-12-24T16:00,0.2,88,-1.5,-3.7,0,0.00,0.00,0.00,0.00,0.05,3,100,15400.00,10.7,22.7,1.55,1
2024-12-24T17:00,0.2,86,-1.8,-4.0,0,0.00,0.00,0.00,0.00,0.05,3,100,16600.00,12.7,24.1,2.15,1
2024-12-24T18:00,0.0,82,-2.7,-4.2,0,0.00,0.00,0.00,0.00,0.05,3,100,18600.00,12.1,22.3,1.95,1
2024-12-24T19:00,-0.4,84,-2.8,-4.5,0,0.00,0.00,0.00,0.00,0.05,3,100,17800.00,10.8,22.3,1.35,1
2024-12-24T20:00,-0.6,85,-2.8,-4.5,0,0.00,0.00,0.00,0.00,0.05,3,100,17400.00,9.8,20.5,0.85,1
2024-12-24T21:00,-1.2,85,-3.4,-5.2,0,0.00,0.00,0.00,0.00,0.05,3,100,17400.00,10.0,21.6,0.40,1
2024-12-24T22:00,-1.6,86,-3.6,-5.4,0,0.00,0.00,0.00,0.00,0.05,3,100,17000.00,8.0,20.9,0.05,0
2024-12-24T23:00,-1.8,85,-4.0,-5.8,0,0.00,0.00,0.00,0.00,0.05,3,100,17300.00,8.8,21.2,0.00,0
2024-12-25T00:00,-2.0,83,-4.5,-5.9,0,0.00,0.00,0.00,0.00,0.05,3,100,18300.00,7.6,17.3,0.00,0
2024-12-25T01:00,-2.4,80,-5.3,-6.0,0,0.00,0.00,0.00,0.00,0.05,3,100,19400.00,5.4,16.9,0.00,0
2024-12-25T02:00,-2.6,78,-5.9,-5.6,0,0.00,0.00,0.00,0.00,0.05,3,100,20600.00,0.8,11.9,0.00,0
2024-12-25T03:00,-2.8,81,-5.6,-6.6,0,0.00,0.00,0.00,0.00,0.05,3,100,19200.00,7.1,11.5,0.00,0
2024-12-25T04:00,-4.5,74,-8.4,-7.8,0,0.00,0.00,0.00,0.00,0.05,3,100,20300.00,1.1,6.8,0.00,0
2024-12-25T05:00,-3.4,76,-7.0,-6.6,0,0.00,0.00,0.00,0.00,0.05,3,100,21700.00,1.6,3.6,0.00,0
2024-12-25T06:00,-4.5,72,-8.8,-7.9,0,0.00,0.00,0.00,0.00,0.05,3,100,21100.00,1.4,4.0,0.00,0
2024-12-25T07:00,-5.4,66,-10.7,-9.1,0,0.00,0.00,0.00,0.00,0.05,3,100,20500.00,2.7,7.6,0.00,0
2024-12-25T08:00,-6.0,67,-11.1,-10.3,0,0.00,0.00,0.00,0.00,0.05,3,100,18500.00,6.8,10.4,0.00,0
2024-12-25T09:00,-4.2,80,-7.1,-8.3,0,0.00,0.00,0.00,0.00,0.05,3,100,19300.00,7.4,10.8,0.00,0
2024-12-25T10:00,-4.5,79,-7.6,-8.5,0,0.00,0.00,0.00,0.00,0.05,3,100,18800.00,6.2,10.1,0.00,0
2024-12-25T11:00,-4.2,76,-7.8,-8.0,0,0.00,0.00,0.00,0.00,0.05,3,100,21600.00,5.0,6.1,0.00,0
2024-12-25T12:00,-3.9,79,-7.0,-7.7,0,0.00,0.00,0.00,0.00,0.05,3,100,19800.00,5.6,7.6,0.00,0
2024-12-25T13:00,-4.2,86,-6.2,-7.9,0,0.00,0.00,0.00,0.00,0.05,3,100,16600.00,5.5,11.5,0.00,1
2024-12-25T14:00,-3.7,89,-5.2,-7.3,0,0.00,0.00,0.00,0.00,0.05,3,100,15100.00,5.8,13.0,0.25,1
2024-12-25T15:00,-2.9,89,-4.4,-6.5,0,0.00,0.00,0.00,0.00,0.05,3,100,15400.00,6.3,10.4,0.95,1
2024-12-25T16:00,-2.8,92,-3.9,-6.4,0,0.00,0.00,0.00,0.00,0.04,3,100,13800.00,6.7,12.2,1.65,1
2024-12-25T17:00,-2.8,91,-4.1,-6.3,0,0.00,0.00,0.00,0.00,0.04,3,100,14000.00,5.7,10.1,1.90,1
2024-12-25T18:00,-2.5,92,-3.6,-5.9,1,0.10,0.10,0.00,0.00,0.04,51,100,14100.00,5.9,9.4,1.90,1
2024-12-25T19:00,-2.5,89,-4.1,-6.3,0,0.00,0.00,0.00,0.00,0.04,3,100,15400.00,7.5,10.1,1.75,1
2024-12-25T20:00,-2.4,89,-4.0,-6.0,0,0.00,0.00,0.00,0.00,0.04,3,100,15300.00,6.2,11.2,1.10,1
2024-12-25T21:00,-2.4,86,-4.4,-6.0,1,0.00,0.00,0.00,0.00,0.04,3,100,16600.00,6.1,9.7,0.55,1
